date,AK,AL,AR,AZ,CA,CO,CT,DE,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2019-01-14,3.331403,2.75445,3.549417,2.75445,4.499684,4.36169,3.212352,4.36169,2.75445,1.927899,3.173992,3.657697,3.212352,4.36169,4.36169,4.499684,2.310932,3.173992,4.36169,3.657697,3.657697,4.149875,4.36169,2.75445,4.149875,3.549417,4.149875,3.212352,3.657697,3.212352,3.549417,4.36169,3.173992,3.212352,3.549417,3.657697,3.212352,3.212352,2.75445,3.657697,3.549417,2.310932,4.36169,4.499684,3.657697,4.149875,3.657697,4.36169,3.173992
2019-01-21,3.015922,3.899172,4.566092,3.899172,5.119038,4.738387,3.801705,4.738387,3.899172,1.900234,3.632598,3.561768,3.801705,4.738387,4.738387,5.119038,3.020014,3.632598,4.738387,3.561768,3.561768,3.352058,4.738387,3.899172,3.352058,4.566092,3.352058,3.801705,3.561768,3.801705,4.566092,4.738387,3.632598,3.801705,4.566092,3.561768,3.801705,3.801705,3.899172,3.561768,4.566092,3.020014,4.738387,5.119038,3.561768,3.352058,3.561768,4.738387,3.632598
2019-01-28,3.385578,4.080927,4.367959,4.080927,4.767528,4.245866,3.265547,4.245866,4.080927,2.151052,3.358253,3.751384,3.265547,4.245866,4.245866,4.767528,3.776242,3.358253,4.245866,3.751384,3.751384,3.930748,4.245866,4.080927,3.930748,4.367959,3.930748,3.265547,3.751384,3.265547,4.367959,4.245866,3.358253,3.265547,4.367959,3.751384,3.265547,3.265547,4.080927,3.751384,4.367959,3.776242,4.245866,4.767528,3.751384,3.930748,3.751384,4.245866,3.358253
2019-02-04,3.077602,3.535214,4.020411,3.535214,4.70789,4.291989,3.281982,4.291989,3.535214,2.840006,3.259825,3.689435,3.281982,4.291989,4.291989,4.70789,3.075243,3.259825,4.291989,3.689435,3.689435,3.724921,4.291989,3.535214,3.724921,4.020411,3.724921,3.281982,3.689435,3.281982,4.020411,4.291989,3.259825,3.281982,4.020411,3.689435,3.281982,3.281982,3.535214,3.689435,4.020411,3.075243,4.291989,4.70789,3.689435,3.724921,3.689435,4.291989,3.259825
2019-02-11,3.534979,3.446411,4.148022,3.446411,5.567346,5.213111,4.132077,5.213111,3.446411,1.682776,3.367632,4.198519,4.132077,5.213111,5.213111,5.567346,2.789076,3.367632,5.213111,4.198519,4.198519,4.697301,5.213111,3.446411,4.697301,4.148022,4.697301,4.132077,4.198519,4.132077,4.148022,5.213111,3.367632,4.132077,4.148022,4.198519,4.132077,4.132077,3.446411,4.198519,4.148022,2.789076,5.213111,5.567346,4.198519,4.697301,4.198519,5.213111,3.367632
2019-02-18,4.092001,2.288382,3.142081,2.288382,4.807586,4.816834,3.805756,4.816834,2.288382,4.080101,3.144342,3.486273,3.805756,4.816834,4.816834,4.807586,2.19444,3.144342,4.816834,3.486273,3.486273,3.652557,4.816834,2.288382,3.652557,3.142081,3.652557,3.805756,3.486273,3.805756,3.142081,4.816834,3.144342,3.805756,3.142081,3.486273,3.805756,3.805756,2.288382,3.486273,3.142081,2.19444,4.816834,4.807586,3.486273,3.652557,3.486273,4.816834,3.144342
2019-02-25,4.185973,2.775342,3.45744,2.775342,4.880547,4.791963,3.93025,4.791963,2.775342,2.798618,3.640668,4.151278,3.93025,4.791963,4.791963,4.880547,2.427124,3.640668,4.791963,4.151278,4.151278,4.164182,4.791963,2.775342,4.164182,3.45744,4.164182,3.93025,4.151278,3.93025,3.45744,4.791963,3.640668,3.93025,3.45744,4.151278,3.93025,3.93025,2.775342,4.151278,3.45744,2.427124,4.791963,4.880547,4.151278,4.164182,4.151278,4.791963,3.640668
2019-03-04,3.676574,3.209124,3.851718,3.209124,5.575784,5.335815,4.206705,5.335815,3.209124,2.905987,3.729109,4.355965,4.206705,5.335815,5.335815,5.575784,3.174516,3.729109,5.335815,4.355965,4.355965,4.917033,5.335815,3.209124,4.917033,3.851718,4.917033,4.206705,4.355965,4.206705,3.851718,5.335815,3.729109,4.206705,3.851718,4.355965,4.206705,4.206705,3.209124,4.355965,3.851718,3.174516,5.335815,5.575784,4.355965,4.917033,4.355965,5.335815,3.729109
2019-03-11,2.70735,3.417831,4.204938,3.417831,5.60869,5.360973,4.147532,5.360973,3.417831,2.734321,3.68289,4.356582,4.147532,5.360973,5.360973,5.60869,3.086623,3.68289,5.360973,4.356582,4.356582,4.756632,5.360973,3.417831,4.756632,4.204938,4.756632,4.147532,4.356582,4.147532,4.204938,5.360973,3.68289,4.147532,4.204938,4.356582,4.147532,4.147532,3.417831,4.356582,4.204938,3.086623,5.360973,5.60869,4.356582,4.756632,4.356582,5.360973,3.68289
2019-03-18,3.372591,3.474118,4.170288,3.474118,5.62984,5.24167,3.934128,5.24167,3.474118,2.568343,3.474918,4.114232,3.934128,5.24167,5.24167,5.62984,3.441074,3.474918,5.24167,4.114232,4.114232,4.553065,5.24167,3.474118,4.553065,4.170288,4.553065,3.934128,4.114232,3.934128,4.170288,5.24167,3.474918,3.934128,4.170288,4.114232,3.934128,3.934128,3.474118,4.114232,4.170288,3.441074,5.24167,5.62984,4.114232,4.553065,4.114232,5.24167,3.474918
2019-03-25,3.571014,4.105267,4.862336,4.105267,5.44502,4.980167,3.715318,4.980167,4.105267,2.668909,3.427433,3.5043,3.715318,4.980167,4.980167,5.44502,3.536758,3.427433,4.980167,3.5043,3.5043,3.645202,4.980167,4.105267,3.645202,4.862336,3.645202,3.715318,3.5043,3.715318,4.862336,4.980167,3.427433,3.715318,4.862336,3.5043,3.715318,3.715318,4.105267,3.5043,4.862336,3.536758,4.980167,5.44502,3.5043,3.645202,3.5043,4.980167,3.427433
2019-04-01,3.801147,3.876884,4.161115,3.876884,5.351273,5.17964,4.131831,5.17964,3.876884,5.168071,4.039462,3.651976,4.131831,5.17964,5.17964,5.351273,4.14834,4.039462,5.17964,3.651976,3.651976,3.856687,5.17964,3.876884,3.856687,4.161115,3.856687,4.131831,3.651976,4.131831,4.161115,5.17964,4.039462,4.131831,4.161115,3.651976,4.131831,4.131831,3.876884,3.651976,4.161115,4.14834,5.17964,5.351273,3.651976,3.856687,3.651976,5.17964,4.039462
2019-04-08,3.626341,4.291234,4.725684,4.291234,5.587675,5.379482,4.554483,5.379482,4.291234,3.997334,3.864084,4.201907,4.554483,5.379482,5.379482,5.587675,4.040575,3.864084,5.379482,4.201907,4.201907,4.111332,5.379482,4.291234,4.111332,4.725684,4.111332,4.554483,4.201907,4.554483,4.725684,5.379482,3.864084,4.554483,4.725684,4.201907,4.554483,4.554483,4.291234,4.201907,4.725684,4.040575,5.379482,5.587675,4.201907,4.111332,4.201907,5.379482,3.864084
2019-04-15,3.36983,3.335447,3.922234,3.335447,5.550111,5.337096,4.256613,5.337096,3.335447,2.860809,3.879799,3.675074,4.256613,5.337096,5.337096,5.550111,3.112772,3.879799,5.337096,3.675074,3.675074,3.459359,5.337096,3.335447,3.459359,3.922234,3.459359,4.256613,3.675074,4.256613,3.922234,5.337096,3.879799,4.256613,3.922234,3.675074,4.256613,4.256613,3.335447,3.675074,3.922234,3.112772,5.337096,5.550111,3.675074,3.459359,3.675074,5.337096,3.879799
2019-04-22,4.369123,4.446641,5.320666,4.446641,6.529878,6.469055,5.869975,6.469055,4.446641,3.480282,5.546378,5.419636,5.869975,6.469055,6.469055,6.529878,3.68055,5.546378,6.469055,5.419636,5.419636,5.229073,6.469055,4.446641,5.229073,5.320666,5.229073,5.869975,5.419636,5.869975,5.320666,6.469055,5.546378,5.869975,5.320666,5.419636,5.869975,5.869975,4.446641,5.419636,5.320666,3.68055,6.469055,6.529878,5.419636,5.229073,5.419636,6.469055,5.546378
2019-04-29,4.79641,4.424083,4.734128,4.424083,5.877767,5.966278,5.195045,5.966278,4.424083,4.399684,5.274174,5.256081,5.195045,5.966278,5.966278,5.877767,4.234757,5.274174,5.966278,5.256081,5.256081,5.420742,5.966278,4.424083,5.420742,4.734128,5.420742,5.195045,5.256081,5.195045,4.734128,5.966278,5.274174,5.195045,4.734128,5.256081,5.195045,5.195045,4.424083,5.256081,4.734128,4.234757,5.966278,5.877767,5.256081,5.420742,5.256081,5.966278,5.274174
2019-05-06,3.694724,5.772889,5.923769,5.772889,6.612808,6.173896,4.798679,6.173896,5.772889,4.69643,4.486199,3.924243,4.798679,6.173896,6.173896,6.612808,5.381142,4.486199,6.173896,3.924243,3.924243,4.202719,6.173896,5.772889,4.202719,5.923769,4.202719,4.798679,3.924243,4.798679,5.923769,6.173896,4.486199,4.798679,5.923769,3.924243,4.798679,4.798679,5.772889,3.924243,5.923769,5.381142,6.173896,6.612808,3.924243,4.202719,3.924243,6.173896,4.486199
2019-05-13,3.46747,4.415649,5.569557,4.415649,7.03365,6.609249,5.301951,6.609249,4.415649,3.952505,5.163313,5.075905,5.301951,6.609249,6.609249,7.03365,3.496326,5.163313,6.609249,5.075905,5.075905,5.178811,6.609249,4.415649,5.178811,5.569557,5.178811,5.301951,5.075905,5.301951,5.569557,6.609249,5.163313,5.301951,5.569557,5.075905,5.301951,5.301951,4.415649,5.075905,5.569557,3.496326,6.609249,7.03365,5.075905,5.178811,5.075905,6.609249,5.163313
2019-05-20,4.992445,3.539053,4.436963,3.539053,6.434258,6.414639,5.67911,6.414639,3.539053,4.278116,5.188303,4.548325,5.67911,6.414639,6.414639,6.434258,3.672934,5.188303,6.414639,4.548325,4.548325,4.515437,6.414639,3.539053,4.515437,4.436963,4.515437,5.67911,4.548325,5.67911,4.436963,6.414639,5.188303,5.67911,4.436963,4.548325,5.67911,5.67911,3.539053,4.548325,4.436963,3.672934,6.414639,6.434258,4.548325,4.515437,4.548325,6.414639,5.188303
2019-05-27,4.390423,5.492513,5.669733,5.492513,7.403003,7.361145,6.71619,7.361145,5.492513,4.414515,6.70535,6.081564,6.71619,7.361145,7.361145,7.403003,5.853209,6.70535,7.361145,6.081564,6.081564,5.747714,7.361145,5.492513,5.747714,5.669733,5.747714,6.71619,6.081564,6.71619,5.669733,7.361145,6.70535,6.71619,5.669733,6.081564,6.71619,6.71619,5.492513,6.081564,5.669733,5.853209,7.361145,7.403003,6.081564,5.747714,6.081564,7.361145,6.70535
2019-06-03,4.254133,5.185744,5.759545,5.185744,7.354187,7.149293,6.031393,7.149293,5.185744,3.911574,6.353002,6.444556,6.031393,7.149293,7.149293,7.354187,5.476668,6.353002,7.149293,6.444556,6.444556,6.393973,7.149293,5.185744,6.393973,5.759545,6.393973,6.031393,6.444556,6.031393,5.759545,7.149293,6.353002,6.031393,5.759545,6.444556,6.031393,6.031393,5.185744,6.444556,5.759545,5.476668,7.149293,7.354187,6.444556,6.393973,6.444556,7.149293,6.353002
2019-06-10,4.953046,5.196566,5.905309,5.196566,7.725593,7.384373,6.058116,7.384373,5.196566,3.058455,6.019681,5.856205,6.058116,7.384373,7.384373,7.725593,4.187195,6.019681,7.384373,5.856205,5.856205,5.961788,7.384373,5.196566,5.961788,5.905309,5.961788,6.058116,5.856205,6.058116,5.905309,7.384373,6.019681,6.058116,5.905309,5.856205,6.058116,6.058116,5.196566,5.856205,5.905309,4.187195,7.384373,7.725593,5.856205,5.961788,5.856205,7.384373,6.019681
2019-06-17,5.013135,4.678571,6.074506,4.678571,8.246603,8.133824,6.777276,8.133824,4.678571,3.235901,6.623286,6.15648,6.777276,8.133824,8.133824,8.246603,3.749301,6.623286,8.133824,6.15648,6.15648,6.181588,8.133824,4.678571,6.181588,6.074506,6.181588,6.777276,6.15648,6.777276,6.074506,8.133824,6.623286,6.777276,6.074506,6.15648,6.777276,6.777276,4.678571,6.15648,6.074506,3.749301,8.133824,8.246603,6.15648,6.181588,6.15648,8.133824,6.623286
2019-06-24,5.251153,4.446174,6.171223,4.446174,8.850567,8.806821,7.59339,8.806821,4.446174,3.12494,7.810247,7.410668,7.59339,8.806821,8.806821,8.850567,3.383015,7.810247,8.806821,7.410668,7.410668,7.059501,8.806821,4.446174,7.059501,6.171223,7.059501,7.59339,7.410668,7.59339,6.171223,8.806821,7.810247,7.59339,6.171223,7.410668,7.59339,7.59339,4.446174,7.410668,6.171223,3.383015,8.806821,8.850567,7.410668,7.059501,7.410668,8.806821,7.810247
2019-07-01,5.202167,3.936556,6.035347,3.936556,9.084646,9.335192,8.178666,9.335192,3.936556,4.277406,8.954614,9.437843,8.178666,9.335192,9.335192,9.084646,3.141499,8.954614,9.335192,9.437843,9.437843,9.082327,9.335192,3.936556,9.082327,6.035347,9.082327,8.178666,9.437843,8.178666,6.035347,9.335192,8.954614,8.178666,6.035347,9.437843,8.178666,8.178666,3.936556,9.437843,6.035347,3.141499,9.335192,9.084646,9.437843,9.082327,9.437843,9.335192,8.954614
2019-07-08,4.537714,4.51126,6.393857,4.51126,9.67442,10.052312,9.767588,10.052312,4.51126,4.191646,10.874818,10.109728,9.767588,10.052312,10.052312,9.67442,3.526939,10.874818,10.052312,10.109728,10.109728,7.293964,10.052312,4.51126,7.293964,6.393857,7.293964,9.767588,10.109728,9.767588,6.393857,10.052312,10.874818,9.767588,6.393857,10.109728,9.767588,9.767588,4.51126,10.109728,6.393857,3.526939,10.052312,9.67442,10.109728,7.293964,10.109728,10.052312,10.874818
2019-07-15,5.215955,3.84989,6.332421,3.84989,10.249731,10.597971,9.113309,10.597971,3.84989,5.063065,7.592762,6.146975,9.113309,10.597971,10.597971,10.249731,2.528559,7.592762,10.597971,6.146975,6.146975,5.922409,10.597971,3.84989,5.922409,6.332421,5.922409,9.113309,6.146975,9.113309,6.332421,10.597971,7.592762,9.113309,6.332421,6.146975,9.113309,9.113309,3.84989,6.146975,6.332421,2.528559,10.597971,10.249731,6.146975,5.922409,6.146975,10.597971,7.592762
2019-07-22,6.000983,5.779106,7.468286,5.779106,10.469102,10.999627,9.949445,10.999627,5.779106,3.701311,9.110151,7.987594,9.949445,10.999627,10.999627,10.469102,4.660761,9.110151,10.999627,7.987594,7.987594,7.254745,10.999627,5.779106,7.254745,7.468286,7.254745,9.949445,7.987594,9.949445,7.468286,10.999627,9.110151,9.949445,7.468286,7.987594,9.949445,9.949445,5.779106,7.987594,7.468286,4.660761,10.999627,10.469102,7.987594,7.254745,7.987594,10.999627,9.110151
2019-07-29,6.63419,4.651084,6.685249,4.651084,10.284642,10.575379,9.055731,10.575379,4.651084,3.949175,8.76444,8.716368,9.055731,10.575379,10.575379,10.284642,3.793377,8.76444,10.575379,8.716368,8.716368,8.621987,10.575379,4.651084,8.621987,6.685249,8.621987,9.055731,8.716368,9.055731,6.685249,10.575379,8.76444,9.055731,6.685249,8.716368,9.055731,9.055731,4.651084,8.716368,6.685249,3.793377,10.575379,10.284642,8.716368,8.621987,8.716368,10.575379,8.76444
2019-08-05,6.354526,3.802252,6.369514,3.802252,10.85587,11.651312,9.937752,11.651312,3.802252,4.690349,8.385362,6.99454,9.937752,11.651312,11.651312,10.85587,2.839278,8.385362,11.651312,6.99454,6.99454,6.67875,11.651312,3.802252,6.67875,6.369514,6.67875,9.937752,6.99454,9.937752,6.369514,11.651312,8.385362,9.937752,6.369514,6.99454,9.937752,9.937752,3.802252,6.99454,6.369514,2.839278,11.651312,10.85587,6.99454,6.67875,6.99454,11.651312,8.385362
2019-08-12,5.410602,6.322294,6.98256,6.322294,10.274881,10.507798,8.63294,10.507798,6.322294,5.239458,9.383942,8.758039,8.63294,10.507798,10.507798,10.274881,5.190423,9.383942,10.507798,8.758039,8.758039,7.938423,10.507798,6.322294,7.938423,6.98256,7.938423,8.63294,8.758039,8.63294,6.98256,10.507798,9.383942,8.63294,6.98256,8.758039,8.63294,8.63294,6.322294,8.758039,6.98256,5.190423,10.507798,10.274881,8.758039,7.938423,8.758039,10.507798,9.383942
2019-08-19,6.029498,6.324205,8.231315,6.324205,11.392526,11.31111,9.038032,11.31111,6.324205,5.588695,8.114005,7.433029,9.038032,11.31111,11.31111,11.392526,5.543884,8.114005,11.31111,7.433029,7.433029,7.221567,11.31111,6.324205,7.221567,8.231315,7.221567,9.038032,7.433029,9.038032,8.231315,11.31111,8.114005,9.038032,8.231315,7.433029,9.038032,9.038032,6.324205,7.433029,8.231315,5.543884,11.31111,11.392526,7.433029,7.221567,7.433029,11.31111,8.114005
2019-08-26,6.342214,6.724814,9.313745,6.724814,11.291932,10.404031,8.213685,10.404031,6.724814,8.892075,7.605086,6.916219,8.213685,10.404031,10.404031,11.291932,4.953898,7.605086,10.404031,6.916219,6.916219,6.621525,10.404031,6.724814,6.621525,9.313745,6.621525,8.213685,6.916219,8.213685,9.313745,10.404031,7.605086,8.213685,9.313745,6.916219,8.213685,8.213685,6.724814,6.916219,9.313745,4.953898,10.404031,11.291932,6.916219,6.621525,6.916219,10.404031,7.605086
2019-09-02,6.07931,6.538901,7.289219,6.538901,10.212426,10.749095,10.344759,10.749095,6.538901,9.643821,9.567147,8.062288,10.344759,10.749095,10.749095,10.212426,6.181098,9.567147,10.749095,8.062288,8.062288,6.972596,10.749095,6.538901,6.972596,7.289219,6.972596,10.344759,8.062288,10.344759,7.289219,10.749095,9.567147,10.344759,7.289219,8.062288,10.344759,10.344759,6.538901,8.062288,7.289219,6.181098,10.749095,10.212426,8.062288,6.972596,8.062288,10.749095,9.567147
2019-09-09,4.969479,8.571352,9.579183,8.571352,11.00492,10.300128,7.157489,10.300128,8.571352,5.716575,5.360538,4.928625,7.157489,10.300128,10.300128,11.00492,7.105428,5.360538,10.300128,4.928625,4.928625,5.222207,10.300128,8.571352,5.222207,9.579183,5.222207,7.157489,4.928625,7.157489,9.579183,10.300128,5.360538,7.157489,9.579183,4.928625,7.157489,7.157489,8.571352,4.928625,9.579183,7.105428,10.300128,11.00492,4.928625,5.222207,4.928625,10.300128,5.360538
2019-09-16,5.227939,6.010518,7.731227,6.010518,10.243502,10.421425,8.478524,10.421425,6.010518,4.664086,7.215397,6.657633,8.478524,10.421425,10.421425,10.243502,5.635413,7.215397,10.421425,6.657633,6.657633,6.801864,10.421425,6.010518,6.801864,7.731227,6.801864,8.478524,6.657633,8.478524,7.731227,10.421425,7.215397,8.478524,7.731227,6.657633,8.478524,8.478524,6.010518,6.657633,7.731227,5.635413,10.421425,10.243502,6.657633,6.801864,6.657633,10.421425,7.215397
2019-09-23,5.302742,3.912911,6.141967,3.912911,10.136785,10.381844,9.243956,10.381844,3.912911,5.018538,8.552764,7.339744,9.243956,10.381844,10.381844,10.136785,3.756378,8.552764,10.381844,7.339744,7.339744,6.413575,10.381844,3.912911,6.413575,6.141967,6.413575,9.243956,7.339744,9.243956,6.141967,10.381844,8.552764,9.243956,6.141967,7.339744,9.243956,9.243956,3.912911,7.339744,6.141967,3.756378,10.381844,10.136785,7.339744,6.413575,7.339744,10.381844,8.552764
2019-09-30,5.308159,5.2794,7.010628,5.2794,9.995781,9.797904,7.815313,9.797904,5.2794,3.829347,7.023099,7.085146,7.815313,9.797904,9.797904,9.995781,4.778821,7.023099,9.797904,7.085146,7.085146,7.436176,9.797904,5.2794,7.436176,7.010628,7.436176,7.815313,7.085146,7.815313,7.010628,9.797904,7.023099,7.815313,7.010628,7.085146,7.815313,7.815313,5.2794,7.085146,7.010628,4.778821,9.797904,9.995781,7.085146,7.436176,7.085146,9.797904,7.023099
2019-10-07,4.41516,4.852036,5.916508,4.852036,9.181489,8.480261,6.444067,8.480261,4.852036,3.830207,5.838134,6.321923,6.444067,8.480261,8.480261,9.181489,4.244742,5.838134,8.480261,6.321923,6.321923,6.565568,8.480261,4.852036,6.565568,5.916508,6.565568,6.444067,6.321923,6.444067,5.916508,8.480261,5.838134,6.444067,5.916508,6.321923,6.444067,6.444067,4.852036,6.321923,5.916508,4.244742,8.480261,9.181489,6.321923,6.565568,6.321923,8.480261,5.838134
2019-10-14,4.651282,5.414133,6.320884,5.414133,9.251513,9.715647,8.50252,9.715647,5.414133,5.209399,7.675504,7.557593,8.50252,9.715647,9.715647,9.251513,5.787762,7.675504,9.715647,7.557593,7.557593,7.445572,9.715647,5.414133,7.445572,6.320884,7.445572,8.50252,7.557593,8.50252,6.320884,9.715647,7.675504,8.50252,6.320884,7.557593,8.50252,8.50252,5.414133,7.557593,6.320884,5.787762,9.715647,9.251513,7.557593,7.445572,7.557593,9.715647,7.675504
2019-10-21,4.692018,5.25576,5.897291,5.25576,7.30283,6.750304,5.600482,6.750304,5.25576,4.62829,5.544466,6.226682,5.600482,6.750304,6.750304,7.30283,4.933838,5.544466,6.750304,6.226682,6.226682,6.774019,6.750304,5.25576,6.774019,5.897291,6.774019,5.600482,6.226682,5.600482,5.897291,6.750304,5.544466,5.600482,5.897291,6.226682,5.600482,5.600482,5.25576,6.226682,5.897291,4.933838,6.750304,7.30283,6.226682,6.774019,6.226682,6.750304,5.544466
2019-10-28,4.327629,5.05207,6.03825,5.05207,7.414991,7.31014,6.444881,7.31014,5.05207,4.271365,6.651134,6.987954,6.444881,7.31014,7.31014,7.414991,4.510839,6.651134,7.31014,6.987954,6.987954,6.879673,7.31014,5.05207,6.879673,6.03825,6.879673,6.444881,6.987954,6.444881,6.03825,7.31014,6.651134,6.444881,6.03825,6.987954,6.444881,6.444881,5.05207,6.987954,6.03825,4.510839,7.31014,7.414991,6.987954,6.879673,6.987954,7.31014,6.651134
2019-11-04,3.909548,6.0197,6.599433,6.0197,8.12913,7.75758,6.27118,7.75758,6.0197,4.664741,6.214094,6.599271,6.27118,7.75758,7.75758,8.12913,5.613896,6.214094,7.75758,6.599271,6.599271,6.618153,7.75758,6.0197,6.618153,6.599433,6.618153,6.27118,6.599271,6.27118,6.599433,7.75758,6.214094,6.27118,6.599433,6.599271,6.27118,6.27118,6.0197,6.599271,6.599433,5.613896,7.75758,8.12913,6.599271,6.618153,6.599271,7.75758,6.214094
2019-11-11,3.097176,4.231156,4.560606,4.231156,5.563133,5.099531,3.738776,5.099531,4.231156,4.348503,4.066916,4.698471,3.738776,5.099531,5.099531,5.563133,4.089362,4.066916,5.099531,4.698471,4.698471,4.922819,5.099531,4.231156,4.922819,4.560606,4.922819,3.738776,4.698471,3.738776,4.560606,5.099531,4.066916,3.738776,4.560606,4.698471,3.738776,3.738776,4.231156,4.698471,4.560606,4.089362,5.099531,5.563133,4.698471,4.922819,4.698471,5.099531,4.066916
2019-11-18,3.31791,3.962002,4.59213,3.962002,5.470108,5.024033,3.815558,5.024033,3.962002,2.900431,3.442644,4.031601,3.815558,5.024033,5.024033,5.470108,3.529809,3.442644,5.024033,4.031601,4.031601,4.113737,5.024033,3.962002,4.113737,4.59213,4.113737,3.815558,4.031601,3.815558,4.59213,5.024033,3.442644,3.815558,4.59213,4.031601,3.815558,3.815558,3.962002,4.031601,4.59213,3.529809,5.024033,5.470108,4.031601,4.113737,4.031601,5.024033,3.442644
2019-11-25,4.393238,3.815437,4.784781,3.815437,5.631591,5.281017,4.085941,5.281017,3.815437,3.84486,3.415629,4.08421,4.085941,5.281017,5.281017,5.631591,3.453523,3.415629,5.281017,4.08421,4.08421,4.585031,5.281017,3.815437,4.585031,4.784781,4.585031,4.085941,4.08421,4.085941,4.784781,5.281017,3.415629,4.085941,4.784781,4.08421,4.085941,4.085941,3.815437,4.08421,4.784781,3.453523,5.281017,5.631591,4.08421,4.585031,4.08421,5.281017,3.415629
2019-12-02,3.410985,4.427541,5.305358,4.427541,6.544785,6.257322,4.85115,6.257322,4.427541,3.888916,3.761856,4.699296,4.85115,6.257322,6.257322,6.544785,3.976984,3.761856,6.257322,4.699296,4.699296,5.022937,6.257322,4.427541,5.022937,5.305358,5.022937,4.85115,4.699296,4.85115,5.305358,6.257322,3.761856,4.85115,5.305358,4.699296,4.85115,4.85115,4.427541,4.699296,5.305358,3.976984,6.257322,6.544785,4.699296,5.022937,4.699296,6.257322,3.761856
2019-12-09,3.513247,4.310837,5.054216,4.310837,6.146915,5.870069,4.520151,5.870069,4.310837,3.843277,3.483687,4.160927,4.520151,5.870069,5.870069,6.146915,3.955932,3.483687,5.870069,4.160927,4.160927,4.441494,5.870069,4.310837,4.441494,5.054216,4.441494,4.520151,4.160927,4.520151,5.054216,5.870069,3.483687,4.520151,5.054216,4.160927,4.520151,4.520151,4.310837,4.160927,5.054216,3.955932,5.870069,6.146915,4.160927,4.441494,4.160927,5.870069,3.483687
2019-12-16,3.873921,4.152861,4.685677,4.152861,5.471958,5.08026,4.083021,5.08026,4.152861,2.811103,3.910637,4.678067,4.083021,5.08026,5.08026,5.471958,4.007177,3.910637,5.08026,4.678067,4.678067,5.125855,5.08026,4.152861,5.125855,4.685677,5.125855,4.083021,4.678067,4.083021,4.685677,5.08026,3.910637,4.083021,4.685677,4.678067,4.083021,4.083021,4.152861,4.678067,4.685677,4.007177,5.08026,5.471958,4.678067,5.125855,4.678067,5.08026,3.910637
2019-12-23,4.291347,4.188882,4.730623,4.188882,5.855911,5.739869,4.961156,5.739869,4.188882,5.202209,4.559269,5.104527,4.961156,5.739869,5.739869,5.855911,3.993916,4.559269,5.739869,5.104527,5.104527,5.405201,5.739869,4.188882,5.405201,4.730623,5.405201,4.961156,5.104527,4.961156,4.730623,5.739869,4.559269,4.961156,4.730623,5.104527,4.961156,4.961156,4.188882,5.104527,4.730623,3.993916,5.739869,5.855911,5.104527,5.405201,5.104527,5.739869,4.559269
2019-12-30,4.217769,3.65037,4.367104,3.65037,5.813642,5.573649,4.037016,5.573649,3.65037,2.901212,4.237048,4.64332,4.037016,5.573649,5.573649,5.813642,3.279771,4.237048,5.573649,4.64332,4.64332,4.699407,5.573649,3.65037,4.699407,4.367104,4.699407,4.037016,4.64332,4.037016,4.367104,5.573649,4.237048,4.037016,4.367104,4.64332,4.037016,4.037016,3.65037,4.64332,4.367104,3.279771,5.573649,5.813642,4.64332,4.699407,4.64332,5.573649,4.237048
2020-01-06,3.948133,2.663438,3.821714,2.663438,5.161089,4.861703,3.64159,4.861703,2.663438,2.279792,3.616218,4.035209,3.64159,4.861703,4.861703,5.161089,2.044298,3.616218,4.861703,4.035209,4.035209,4.311505,4.861703,2.663438,4.311505,3.821714,4.311505,3.64159,4.035209,3.64159,3.821714,4.861703,3.616218,3.64159,3.821714,4.035209,3.64159,3.64159,2.663438,4.035209,3.821714,2.044298,4.861703,5.161089,4.035209,4.311505,4.035209,4.861703,3.616218
2020-01-13,3.68504,3.53842,4.147022,3.53842,5.049542,4.648357,3.671051,4.648357,3.53842,2.734329,3.741501,4.003533,3.671051,4.648357,4.648357,5.049542,3.30816,3.741501,4.648357,4.003533,4.003533,4.784359,4.648357,3.53842,4.784359,4.147022,4.784359,3.671051,4.003533,3.671051,4.147022,4.648357,3.741501,3.671051,4.147022,4.003533,3.671051,3.671051,3.53842,4.003533,4.147022,3.30816,4.648357,5.049542,4.003533,4.784359,4.003533,4.648357,3.741501
2020-01-20,4.047584,3.295918,4.216684,3.295918,5.491068,5.085511,3.837881,5.085511,3.295918,2.699329,3.275842,3.573003,3.837881,5.085511,5.085511,5.491068,2.795037,3.275842,5.085511,3.573003,3.573003,4.140311,5.085511,3.295918,4.140311,4.216684,4.140311,3.837881,3.573003,3.837881,4.216684,5.085511,3.275842,3.837881,4.216684,3.573003,3.837881,3.837881,3.295918,3.573003,4.216684,2.795037,5.085511,5.491068,3.573003,4.140311,3.573003,5.085511,3.275842
