date,AK,AL,AR,AZ,CA,CO,CT,DE,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2018-09-10,5.863140,4.659900,6.866394,4.659900,10.971861,11.428899,9.857265,11.428899,4.659900,8.475151,9.004697,8.922694,9.857265,11.428899,11.428899,10.971861,4.418698,9.004697,11.428899,8.922694,8.922694,8.076019,11.428899,4.659900,8.076019,6.866394,8.076019,9.857265,8.922694,9.857265,6.866394,11.428899,9.004697,9.857265,6.866394,8.922694,9.857265,9.857265,4.659900,8.922694,6.866394,4.418698,11.428899,10.971861,8.922694,8.076019,8.922694,11.428899,9.004697
2018-09-11,5.637418,5.317121,7.822569,5.317121,11.356165,11.543163,10.162432,11.543163,5.317121,8.595936,9.228209,8.360064,10.162432,11.543163,11.543163,11.356165,4.751196,9.228209,11.543163,8.360064,8.360064,7.306472,11.543163,5.317121,7.306472,7.822569,7.306472,10.162432,8.360064,10.162432,7.822569,11.543163,9.228209,10.162432,7.822569,8.360064,10.162432,10.162432,5.317121,8.360064,7.822569,4.751196,11.543163,11.356165,8.360064,7.306472,8.360064,11.543163,9.228209
2018-09-12,5.439366,5.727537,6.952241,5.727537,11.377330,10.993628,10.640556,10.993628,5.727537,6.380177,10.178617,9.321818,10.640556,10.993628,10.993628,11.377330,4.630495,10.178617,10.993628,9.321818,9.321818,8.004343,10.993628,5.727537,8.004343,6.952241,8.004343,10.640556,9.321818,10.640556,6.952241,10.993628,10.178617,10.640556,6.952241,9.321818,10.640556,10.640556,5.727537,9.321818,6.952241,4.630495,10.993628,11.377330,9.321818,8.004343,9.321818,10.993628,10.178617
2018-09-13,5.057943,6.064131,7.153001,6.064131,10.658348,10.979693,9.696198,10.979693,6.064131,3.707679,9.224921,8.338017,9.696198,10.979693,10.979693,10.658348,5.371814,9.224921,10.979693,8.338017,8.338017,7.542035,10.979693,6.064131,7.542035,7.153001,7.542035,9.696198,8.338017,9.696198,7.153001,10.979693,9.224921,9.696198,7.153001,8.338017,9.696198,9.696198,6.064131,8.338017,7.153001,5.371814,10.979693,10.658348,8.338017,7.542035,8.338017,10.979693,9.224921
2018-09-14,4.954364,5.131677,7.248795,5.131677,10.879930,11.336931,9.710046,11.336931,5.131677,4.137546,8.613986,7.046689,9.710046,11.336931,11.336931,10.879930,4.630745,8.613986,11.336931,7.046689,7.046689,6.023934,11.336931,5.131677,6.023934,7.248795,6.023934,9.710046,7.046689,9.710046,7.248795,11.336931,8.613986,9.710046,7.248795,7.046689,9.710046,9.710046,5.131677,7.046689,7.248795,4.630745,11.336931,10.879930,7.046689,6.023934,7.046689,11.336931,8.613986
2018-09-15,4.970398,4.558018,6.585145,4.558018,10.805631,11.588444,9.648635,11.588444,4.558018,5.775462,7.749658,6.218048,9.648635,11.588444,11.588444,10.805631,4.431169,7.749658,11.588444,6.218048,6.218048,5.456580,11.588444,4.558018,5.456580,6.585145,5.456580,9.648635,6.218048,9.648635,6.585145,11.588444,7.749658,9.648635,6.585145,6.218048,9.648635,9.648635,4.558018,6.218048,6.585145,4.431169,11.588444,10.805631,6.218048,5.456580,6.218048,11.588444,7.749658
2018-09-16,5.694016,6.238885,7.307445,6.238885,10.955854,11.488200,9.902350,11.488200,6.238885,7.606432,9.407068,7.222506,9.902350,11.488200,11.488200,10.955854,5.970478,9.407068,11.488200,7.222506,7.222506,6.293573,11.488200,6.238885,6.293573,7.307445,6.293573,9.902350,7.222506,9.902350,7.307445,11.488200,9.407068,9.902350,7.307445,7.222506,9.902350,9.902350,6.238885,7.222506,7.307445,5.970478,11.488200,10.955854,7.222506,6.293573,7.222506,11.488200,9.407068
2018-09-17,5.469273,6.759775,7.150071,6.759775,10.600602,11.183472,10.039177,11.183472,6.759775,10.301138,9.623375,8.889450,10.039177,11.183472,11.183472,10.600602,7.115541,9.623375,11.183472,8.889450,8.889450,8.140740,11.183472,6.759775,8.140740,7.150071,8.140740,10.039177,8.889450,10.039177,7.150071,11.183472,9.623375,10.039177,7.150071,8.889450,10.039177,10.039177,6.759775,8.889450,7.150071,7.115541,11.183472,10.600602,8.889450,8.140740,8.889450,11.183472,9.623375
2018-09-18,6.264900,6.060470,7.090358,6.060470,10.796977,10.871420,10.318901,10.871420,6.060470,7.925828,9.602718,9.032248,10.318901,10.871420,10.871420,10.796977,5.979508,9.602718,10.871420,9.032248,9.032248,8.917145,10.871420,6.060470,8.917145,7.090358,8.917145,10.318901,9.032248,10.318901,7.090358,10.871420,9.602718,10.318901,7.090358,9.032248,10.318901,10.318901,6.060470,9.032248,7.090358,5.979508,10.871420,10.796977,9.032248,8.917145,9.032248,10.871420,9.602718
2018-09-19,5.875751,6.422354,7.975880,6.422354,10.918938,10.797631,10.687045,10.797631,6.422354,6.082462,10.338728,8.688717,10.687045,10.797631,10.797631,10.918938,5.625524,10.338728,10.797631,8.688717,8.688717,8.446309,10.797631,6.422354,8.446309,7.975880,8.446309,10.687045,8.688717,10.687045,7.975880,10.797631,10.338728,10.687045,7.975880,8.688717,10.687045,10.687045,6.422354,8.688717,7.975880,5.625524,10.797631,10.918938,8.688717,8.446309,8.688717,10.797631,10.338728
2018-09-20,5.056012,7.392871,8.601830,7.392871,10.354287,10.569310,10.452338,10.569310,7.392871,5.874928,10.402133,8.794983,10.452338,10.569310,10.569310,10.354287,5.945543,10.402133,10.569310,8.794983,8.794983,8.246934,10.569310,7.392871,8.246934,8.601830,8.246934,10.452338,8.794983,10.452338,8.601830,10.569310,10.402133,10.452338,8.601830,8.794983,10.452338,10.452338,7.392871,8.794983,8.601830,5.945543,10.569310,10.354287,8.794983,8.246934,8.794983,10.569310,10.402133
2018-09-21,4.661949,6.561082,7.142571,6.561082,10.392903,11.722702,10.355062,11.722702,6.561082,5.190045,8.968734,7.265111,10.355062,11.722702,11.722702,10.392903,6.023223,8.968734,11.722702,7.265111,7.265111,5.918023,11.722702,6.561082,5.918023,7.142571,5.918023,10.355062,7.265111,10.355062,7.142571,11.722702,8.968734,10.355062,7.142571,7.265111,10.355062,10.355062,6.561082,7.265111,7.142571,6.023223,11.722702,10.392903,7.265111,5.918023,7.265111,11.722702,8.968734
2018-09-22,4.711449,6.277806,6.545709,6.277806,9.781232,11.304036,10.192103,11.304036,6.277806,5.186525,9.003300,6.803753,10.192103,11.304036,11.304036,9.781232,6.479582,9.003300,11.304036,6.803753,6.803753,6.659206,11.304036,6.277806,6.659206,6.545709,6.659206,10.192103,6.803753,10.192103,6.545709,11.304036,9.003300,10.192103,6.545709,6.803753,10.192103,10.192103,6.277806,6.803753,6.545709,6.479582,11.304036,9.781232,6.803753,6.659206,6.803753,11.304036,9.003300
2018-09-23,4.023866,6.263417,6.991441,6.263417,10.223999,11.434845,10.576306,11.434845,6.263417,6.490329,9.555936,8.392853,10.576306,11.434845,11.434845,10.223999,6.520123,9.555936,11.434845,8.392853,8.392853,8.197808,11.434845,6.263417,8.197808,6.991441,8.197808,10.576306,8.392853,10.576306,6.991441,11.434845,9.555936,10.576306,6.991441,8.392853,10.576306,10.576306,6.263417,8.392853,6.991441,6.520123,11.434845,10.223999,8.392853,8.197808,8.392853,11.434845,9.555936
2018-09-24,4.325672,6.236303,6.942099,6.236303,10.610062,10.865859,7.822365,10.865859,6.236303,8.028274,5.051522,4.101545,7.822365,10.865859,10.865859,10.610062,6.654419,5.051522,10.865859,4.101545,4.101545,4.592823,10.865859,6.236303,4.592823,6.942099,4.592823,7.822365,4.101545,7.822365,6.942099,10.865859,5.051522,7.822365,6.942099,4.101545,7.822365,7.822365,6.236303,4.101545,6.942099,6.654419,10.865859,10.610062,4.101545,4.592823,4.101545,10.865859,5.051522
2018-09-25,5.230297,6.653100,7.689584,6.653100,10.642194,10.666947,7.824391,10.666947,6.653100,9.127718,5.935830,4.979427,7.824391,10.666947,10.666947,10.642194,6.667363,5.935830,10.666947,4.979427,4.979427,4.485274,10.666947,6.653100,4.485274,7.689584,4.485274,7.824391,4.979427,7.824391,7.689584,10.666947,5.935830,7.824391,7.689584,4.979427,7.824391,7.824391,6.653100,4.979427,7.689584,6.667363,10.666947,10.642194,4.979427,4.485274,4.979427,10.666947,5.935830
2018-09-26,4.334054,8.727114,8.728437,8.727114,10.151882,10.438796,8.904657,10.438796,8.727114,7.397739,8.075619,7.462058,8.904657,10.438796,10.438796,10.151882,8.105651,8.075619,10.438796,7.462058,7.462058,6.549253,10.438796,8.727114,6.549253,8.728437,6.549253,8.904657,7.462058,8.904657,8.728437,10.438796,8.075619,8.904657,8.728437,7.462058,8.904657,8.904657,8.727114,7.462058,8.728437,8.105651,10.438796,10.151882,7.462058,6.549253,7.462058,10.438796,8.075619
2018-09-27,4.142984,9.022241,9.434052,9.022241,9.967372,9.421180,8.089441,9.421180,9.022241,7.975406,8.069647,8.636470,8.089441,9.421180,9.421180,9.967372,8.678897,8.069647,9.421180,8.636470,8.636470,8.454230,9.421180,9.022241,8.454230,9.434052,8.454230,8.089441,8.636470,8.089441,9.434052,9.421180,8.069647,8.089441,9.434052,8.636470,8.089441,8.089441,9.022241,8.636470,9.434052,8.678897,9.421180,9.967372,8.636470,8.454230,8.636470,9.421180,8.069647
2018-09-28,4.355676,7.034049,7.378608,7.034049,8.494585,8.231560,8.626799,8.231560,7.034049,7.836446,8.318920,7.563213,8.626799,8.231560,8.231560,8.494585,7.011752,8.318920,8.231560,7.563213,7.563213,6.901569,8.231560,7.034049,6.901569,7.378608,6.901569,8.626799,7.563213,8.626799,7.378608,8.231560,8.318920,8.626799,7.378608,7.563213,8.626799,8.626799,7.034049,7.563213,7.378608,7.011752,8.231560,8.494585,7.563213,6.901569,7.563213,8.231560,8.318920
2018-09-29,4.755696,5.009499,5.618265,5.009499,8.033495,8.847548,8.481342,8.847548,5.009499,7.639180,6.965153,5.679249,8.481342,8.847548,8.847548,8.033495,5.043136,6.965153,8.847548,5.679249,5.679249,4.454908,8.847548,5.009499,4.454908,5.618265,4.454908,8.481342,5.679249,8.481342,5.618265,8.847548,6.965153,8.481342,5.618265,5.679249,8.481342,8.481342,5.009499,5.679249,5.618265,5.043136,8.847548,8.033495,5.679249,4.454908,5.679249,8.847548,6.965153
2018-09-30,4.431694,4.305776,4.764892,4.305776,9.132119,9.967090,8.597754,9.967090,4.305776,6.902001,6.368599,4.907159,8.597754,9.967090,9.967090,9.132119,6.039752,6.368599,9.967090,4.907159,4.907159,4.661194,9.967090,4.305776,4.661194,4.764892,4.661194,8.597754,4.907159,8.597754,4.764892,9.967090,6.368599,8.597754,4.764892,4.907159,8.597754,8.597754,4.305776,4.907159,4.764892,6.039752,9.967090,9.132119,4.907159,4.661194,4.907159,9.967090,6.368599
2018-10-01,3.847077,4.598091,6.713081,4.598091,9.212266,8.091925,4.706268,8.091925,4.598091,7.552601,3.915437,4.294001,4.706268,8.091925,8.091925,9.212266,4.749890,3.915437,8.091925,4.294001,4.294001,4.565773,8.091925,4.598091,4.565773,6.713081,4.565773,4.706268,4.294001,4.706268,6.713081,8.091925,3.915437,4.706268,6.713081,4.294001,4.706268,4.706268,4.598091,4.294001,6.713081,4.749890,8.091925,9.212266,4.294001,4.565773,4.294001,8.091925,3.915437
2018-10-02,4.046158,6.117850,7.446099,6.117850,8.067255,7.067001,4.013307,7.067001,6.117850,7.291856,3.821512,4.571305,4.013307,7.067001,7.067001,8.067255,4.971920,3.821512,7.067001,4.571305,4.571305,5.886054,7.067001,6.117850,5.886054,7.446099,5.886054,4.013307,4.571305,4.013307,7.446099,7.067001,3.821512,4.013307,7.446099,4.571305,4.013307,4.013307,6.117850,4.571305,7.446099,4.971920,7.067001,8.067255,4.571305,5.886054,4.571305,7.067001,3.821512
2018-10-03,4.070210,5.288320,6.127641,5.288320,7.842201,8.054194,6.321447,8.054194,5.288320,4.624486,5.933461,6.379392,6.321447,8.054194,8.054194,7.842201,4.899194,5.933461,8.054194,6.379392,6.379392,7.318532,8.054194,5.288320,7.318532,6.127641,7.318532,6.321447,6.379392,6.321447,6.127641,8.054194,5.933461,6.321447,6.127641,6.379392,6.321447,6.321447,5.288320,6.379392,6.127641,4.899194,8.054194,7.842201,6.379392,7.318532,6.379392,8.054194,5.933461
2018-10-04,4.905963,5.469164,6.144041,5.469164,7.930388,8.114651,7.406791,8.114651,5.469164,6.710566,6.760722,6.086419,7.406791,8.114651,8.114651,7.930388,4.959610,6.760722,8.114651,6.086419,6.086419,5.966065,8.114651,5.469164,5.966065,6.144041,5.966065,7.406791,6.086419,7.406791,6.144041,8.114651,6.760722,7.406791,6.144041,6.086419,7.406791,7.406791,5.469164,6.086419,6.144041,4.959610,8.114651,7.930388,6.086419,5.966065,6.086419,8.114651,6.760722
2018-10-05,4.448938,6.725994,6.625238,6.725994,8.115910,8.276518,7.741402,8.276518,6.725994,3.576599,7.870627,7.416667,7.741402,8.276518,8.276518,8.115910,6.162701,7.870627,8.276518,7.416667,7.416667,6.992452,8.276518,6.725994,6.992452,6.625238,6.992452,7.741402,7.416667,7.741402,6.625238,8.276518,7.870627,7.741402,6.625238,7.416667,7.741402,7.741402,6.725994,7.416667,6.625238,6.162701,8.276518,8.115910,7.416667,6.992452,7.416667,8.276518,7.870627
2018-10-06,3.500033,5.475922,6.330301,5.475922,8.738490,8.829026,7.870789,8.829026,5.475922,2.628190,7.255458,7.011267,7.870789,8.829026,8.829026,8.738490,4.830802,7.255458,8.829026,7.011267,7.011267,7.511004,8.829026,5.475922,7.511004,6.330301,7.511004,7.870789,7.011267,7.870789,6.330301,8.829026,7.255458,7.870789,6.330301,7.011267,7.870789,7.870789,5.475922,7.011267,6.330301,4.830802,8.829026,8.738490,7.011267,7.511004,7.011267,8.829026,7.255458
2018-10-07,4.781308,5.791961,6.309144,5.791961,8.859717,7.819784,5.436894,7.819784,5.791961,2.707984,5.393537,6.486298,5.436894,7.819784,7.819784,8.859717,4.748232,5.393537,7.819784,6.486298,6.486298,6.914855,7.819784,5.791961,6.914855,6.309144,6.914855,5.436894,6.486298,5.436894,6.309144,7.819784,5.393537,5.436894,6.309144,6.486298,5.436894,5.436894,5.791961,6.486298,6.309144,4.748232,7.819784,8.859717,6.486298,6.914855,6.486298,7.819784,5.393537
2018-10-08,4.252596,8.722671,8.939107,8.722671,8.925239,7.454678,5.871686,7.454678,8.722671,3.453725,6.316506,7.091532,5.871686,7.454678,7.454678,8.925239,6.309959,6.316506,7.454678,7.091532,7.091532,6.843113,7.454678,8.722671,6.843113,8.939107,6.843113,5.871686,7.091532,5.871686,8.939107,7.454678,6.316506,5.871686,8.939107,7.091532,5.871686,5.871686,8.722671,7.091532,8.939107,6.309959,7.454678,8.925239,7.091532,6.843113,7.091532,7.454678,6.316506
2018-10-09,4.550082,8.503654,8.888690,8.503654,9.047750,8.235811,6.968997,8.235811,8.503654,3.333852,6.901513,7.375573,6.968997,8.235811,8.235811,9.047750,7.842476,6.901513,8.235811,7.375573,7.375573,7.707222,8.235811,8.503654,7.707222,8.888690,7.707222,6.968997,7.375573,6.968997,8.888690,8.235811,6.901513,6.968997,8.888690,7.375573,6.968997,6.968997,8.503654,7.375573,8.888690,7.842476,8.235811,9.047750,7.375573,7.707222,7.375573,8.235811,6.901513
2018-10-10,5.400212,8.737028,9.054458,8.737028,9.041790,8.497996,7.117123,8.497996,8.737028,2.691434,7.461660,7.727574,7.117123,8.497996,8.497996,9.041790,8.784396,7.461660,8.497996,7.727574,7.727574,7.953564,8.497996,8.737028,7.953564,9.054458,7.953564,7.117123,7.727574,7.117123,9.054458,8.497996,7.461660,7.117123,9.054458,7.727574,7.117123,7.117123,8.737028,7.727574,9.054458,8.784396,8.497996,9.041790,7.727574,7.953564,7.727574,8.497996,7.461660
2018-10-11,5.670557,9.951813,10.028706,9.951813,9.553626,9.019320,7.604768,9.019320,9.951813,3.965569,7.846383,8.054210,7.604768,9.019320,9.019320,9.553626,9.876555,7.846383,9.019320,8.054210,8.054210,8.247189,9.019320,9.951813,8.247189,10.028706,8.247189,7.604768,8.054210,7.604768,10.028706,9.019320,7.846383,7.604768,10.028706,8.054210,7.604768,7.604768,9.951813,8.054210,10.028706,9.876555,9.019320,9.553626,8.054210,8.247189,8.054210,9.019320,7.846383
2018-10-12,5.799119,9.073327,9.055652,9.073327,9.909639,9.557057,8.511908,9.557057,9.073327,3.256425,8.534103,8.699350,8.511908,9.557057,9.557057,9.909639,9.177032,8.534103,9.557057,8.699350,8.699350,8.795600,9.557057,9.073327,8.795600,9.055652,8.795600,8.511908,8.699350,8.511908,9.055652,9.557057,8.534103,8.511908,9.055652,8.699350,8.511908,8.511908,9.073327,8.699350,9.055652,9.177032,9.557057,9.909639,8.699350,8.795600,8.699350,9.557057,8.534103
2018-10-13,4.696228,7.717531,7.937633,7.717531,9.670376,9.929757,9.277843,9.929757,7.717531,3.898685,8.838959,8.589204,9.277843,9.929757,9.929757,9.670376,8.367162,8.838959,9.929757,8.589204,8.589204,8.668736,9.929757,7.717531,8.668736,7.937633,8.668736,9.277843,8.589204,9.277843,7.937633,9.929757,8.838959,9.277843,7.937633,8.589204,9.277843,9.277843,7.717531,8.589204,7.937633,8.367162,9.929757,9.670376,8.589204,8.668736,8.589204,9.929757,8.838959
2018-10-14,4.568935,7.414944,7.814648,7.414944,9.113361,9.330226,8.502244,9.330226,7.414944,3.988588,8.252986,8.251035,8.502244,9.330226,9.330226,9.113361,7.590951,8.252986,9.330226,8.251035,8.251035,8.612874,9.330226,7.414944,8.612874,7.814648,8.612874,8.502244,8.251035,8.502244,7.814648,9.330226,8.252986,8.502244,7.814648,8.251035,8.502244,8.502244,7.414944,8.251035,7.814648,7.590951,9.330226,9.113361,8.251035,8.612874,8.251035,9.330226,8.252986
2018-10-15,4.891466,7.782605,6.251746,7.782605,6.377510,6.770829,6.587880,6.770829,7.782605,4.141400,6.986469,7.560331,6.587880,6.770829,6.770829,6.377510,8.647565,6.986469,6.770829,7.560331,7.560331,7.557892,6.770829,7.782605,7.557892,6.251746,7.557892,6.587880,7.560331,6.587880,6.251746,6.770829,6.986469,6.587880,6.251746,7.560331,6.587880,6.587880,7.782605,7.560331,6.251746,8.647565,6.770829,6.377510,7.560331,7.557892,7.560331,6.770829,6.986469
2018-10-16,5.044226,8.180551,7.909228,8.180551,7.608772,7.375943,7.030626,7.375943,8.180551,4.199185,7.284535,7.623017,7.030626,7.375943,7.375943,7.608772,7.889201,7.284535,7.375943,7.623017,7.623017,7.162857,7.375943,8.180551,7.162857,7.909228,7.162857,7.030626,7.623017,7.030626,7.909228,7.375943,7.284535,7.030626,7.909228,7.623017,7.030626,7.030626,8.180551,7.623017,7.909228,7.889201,7.375943,7.608772,7.623017,7.162857,7.623017,7.375943,7.284535
2018-10-17,4.638935,6.377646,7.057485,6.377646,7.956632,8.145579,7.827028,8.145579,6.377646,3.724369,7.479115,7.246069,7.827028,8.145579,8.145579,7.956632,6.432149,7.479115,8.145579,7.246069,7.246069,6.648806,8.145579,6.377646,6.648806,7.057485,6.648806,7.827028,7.246069,7.827028,7.057485,8.145579,7.479115,7.827028,7.057485,7.246069,7.827028,7.827028,6.377646,7.246069,7.057485,6.432149,8.145579,7.956632,7.246069,6.648806,7.246069,8.145579,7.479115
2018-10-18,4.402833,5.739009,6.845582,5.739009,8.017533,8.846563,8.148712,8.846563,5.739009,3.471801,7.498149,7.066790,8.148712,8.846563,8.846563,8.017533,5.069360,7.498149,8.846563,7.066790,7.066790,6.535897,8.846563,5.739009,6.535897,6.845582,6.535897,8.148712,7.066790,8.148712,6.845582,8.846563,7.498149,8.148712,6.845582,7.066790,8.148712,8.148712,5.739009,7.066790,6.845582,5.069360,8.846563,8.017533,7.066790,6.535897,7.066790,8.846563,7.498149
2018-10-19,4.918303,5.529967,6.551867,5.529967,7.710895,8.439238,8.360422,8.439238,5.529967,4.709064,7.627077,6.751866,8.360422,8.439238,8.439238,7.710895,4.668981,7.627077,8.439238,6.751866,6.751866,6.147776,8.439238,5.529967,6.147776,6.551867,6.147776,8.360422,6.751866,8.360422,6.551867,8.439238,7.627077,8.360422,6.551867,6.751866,8.360422,8.360422,5.529967,6.751866,6.551867,4.668981,8.439238,7.710895,6.751866,6.147776,6.751866,8.439238,7.627077
2018-10-20,5.102287,5.224824,6.098880,5.224824,8.759466,9.276728,8.434664,9.276728,5.224824,4.288362,7.588837,6.799011,8.434664,9.276728,9.276728,8.759466,5.145635,7.588837,9.276728,6.799011,6.799011,5.667952,9.276728,5.224824,5.667952,6.098880,5.667952,8.434664,6.799011,8.434664,6.098880,9.276728,7.588837,8.434664,6.098880,6.799011,8.434664,8.434664,5.224824,6.799011,6.098880,5.145635,9.276728,8.759466,6.799011,5.667952,6.799011,9.276728,7.588837
2018-10-21,3.924111,6.766363,7.151298,6.766363,9.461443,9.344785,8.111939,9.344785,6.766363,5.112417,6.581966,5.503895,8.111939,9.344785,9.344785,9.461443,5.915308,6.581966,9.344785,5.503895,5.503895,4.736954,9.344785,6.766363,4.736954,7.151298,4.736954,8.111939,5.503895,8.111939,7.151298,9.344785,6.581966,8.111939,7.151298,5.503895,8.111939,8.111939,6.766363,5.503895,7.151298,5.915308,9.344785,9.461443,5.503895,4.736954,5.503895,9.344785,6.581966
2018-10-22,4.113949,5.451546,6.958348,5.451546,9.344083,8.942842,6.691587,8.942842,5.451546,4.466068,5.361799,4.965682,6.691587,8.942842,8.942842,9.344083,4.676075,5.361799,8.942842,4.965682,4.965682,5.124928,8.942842,5.451546,5.124928,6.958348,5.124928,6.691587,4.965682,6.691587,6.958348,8.942842,5.361799,6.691587,6.958348,4.965682,6.691587,6.691587,5.451546,4.965682,6.958348,4.676075,8.942842,9.344083,4.965682,5.124928,4.965682,8.942842,5.361799
2018-10-23,3.400655,5.402932,6.105093,5.402932,7.898778,7.838731,6.427291,7.838731,5.402932,4.421247,5.114810,4.423313,6.427291,7.838731,7.838731,7.898778,5.320277,5.114810,7.838731,4.423313,4.423313,4.634067,7.838731,5.402932,4.634067,6.105093,4.634067,6.427291,4.423313,6.427291,6.105093,7.838731,5.114810,6.427291,6.105093,4.423313,6.427291,6.427291,5.402932,4.423313,6.105093,5.320277,7.838731,7.898778,4.423313,4.634067,4.423313,7.838731,5.114810
2018-10-24,3.905512,4.334129,5.185529,4.334129,7.662324,7.771418,5.723217,7.771418,4.334129,4.432266,4.764572,5.317942,5.723217,7.771418,7.771418,7.662324,4.393925,4.764572,7.771418,5.317942,5.317942,6.054019,7.771418,4.334129,6.054019,5.185529,6.054019,5.723217,5.317942,5.723217,5.185529,7.771418,4.764572,5.723217,5.185529,5.317942,5.723217,5.723217,4.334129,5.317942,5.185529,4.393925,7.771418,7.662324,5.317942,6.054019,5.317942,7.771418,4.764572
2018-10-25,3.845493,3.839149,5.724142,3.839149,7.842082,8.278157,6.513610,8.278157,3.839149,4.415404,6.086499,5.727268,6.513610,8.278157,8.278157,7.842082,4.571685,6.086499,8.278157,5.727268,5.727268,5.238717,8.278157,3.839149,5.238717,5.724142,5.238717,6.513610,5.727268,6.513610,5.724142,8.278157,6.086499,6.513610,5.724142,5.727268,6.513610,6.513610,3.839149,5.727268,5.724142,4.571685,8.278157,7.842082,5.727268,5.238717,5.727268,8.278157,6.086499
2018-10-26,3.700750,3.963278,4.476676,3.963278,7.504961,7.845396,6.495177,7.845396,3.963278,4.621273,5.755655,4.810874,6.495177,7.845396,7.845396,7.504961,4.488411,5.755655,7.845396,4.810874,4.810874,4.404887,7.845396,3.963278,4.404887,4.476676,4.404887,6.495177,4.810874,6.495177,4.476676,7.845396,5.755655,6.495177,4.476676,4.810874,6.495177,6.495177,3.963278,4.810874,4.476676,4.488411,7.845396,7.504961,4.810874,4.404887,4.810874,7.845396,5.755655
2018-10-27,3.723352,4.608086,5.952384,4.608086,8.055181,7.667781,5.532419,7.667781,4.608086,4.731322,4.051304,3.122289,5.532419,7.667781,7.667781,8.055181,4.408846,4.051304,7.667781,3.122289,3.122289,3.187651,7.667781,4.608086,3.187651,5.952384,3.187651,5.532419,3.122289,5.532419,5.952384,7.667781,4.051304,5.532419,5.952384,3.122289,5.532419,5.532419,4.608086,3.122289,5.952384,4.408846,7.667781,8.055181,3.122289,3.187651,3.122289,7.667781,4.051304
2018-10-28,3.500511,5.115102,5.474276,5.115102,6.372890,5.803146,3.976696,5.803146,5.115102,4.236172,3.133560,3.059614,3.976696,5.803146,5.803146,6.372890,4.779450,3.133560,5.803146,3.059614,3.059614,3.044436,5.803146,5.115102,3.044436,5.474276,3.044436,3.976696,3.059614,3.976696,5.474276,5.803146,3.133560,3.976696,5.474276,3.059614,3.976696,3.976696,5.115102,3.059614,5.474276,4.779450,5.803146,6.372890,3.059614,3.044436,3.059614,5.803146,3.133560
2018-10-29,3.498230,3.229115,4.063245,3.229115,5.339019,4.729502,2.892141,4.729502,3.229115,6.464868,2.888903,3.160223,2.892141,4.729502,4.729502,5.339019,2.675357,2.888903,4.729502,3.160223,3.160223,3.496496,4.729502,3.229115,3.496496,4.063245,3.496496,2.892141,3.160223,2.892141,4.063245,4.729502,2.888903,2.892141,4.063245,3.160223,2.892141,2.892141,3.229115,3.160223,4.063245,2.675357,4.729502,5.339019,3.160223,3.496496,3.160223,4.729502,2.888903
2018-10-30,3.319037,2.770687,3.968969,2.770687,5.973464,6.097078,4.756121,6.097078,2.770687,9.450596,4.111619,3.855747,4.756121,6.097078,6.097078,5.973464,1.954835,4.111619,6.097078,3.855747,3.855747,3.780465,6.097078,2.770687,3.780465,3.968969,3.780465,4.756121,3.855747,4.756121,3.968969,6.097078,4.111619,4.756121,3.968969,3.855747,4.756121,4.756121,2.770687,3.855747,3.968969,1.954835,6.097078,5.973464,3.855747,3.780465,3.855747,6.097078,4.111619
2018-10-31,4.209870,3.458427,4.088786,3.458427,5.811416,6.158752,5.540182,6.158752,3.458427,9.816504,5.385371,5.224714,5.540182,6.158752,6.158752,5.811416,3.543230,5.385371,6.158752,5.224714,5.224714,4.815317,6.158752,3.458427,4.815317,4.088786,4.815317,5.540182,5.224714,5.540182,4.088786,6.158752,5.385371,5.540182,4.088786,5.224714,5.540182,5.540182,3.458427,5.224714,4.088786,3.543230,6.158752,5.811416,5.224714,4.815317,5.224714,6.158752,5.385371
2018-11-01,4.821537,4.435399,5.102334,4.435399,6.207230,6.111531,5.335538,6.111531,4.435399,6.453024,5.120175,5.304155,5.335538,6.111531,6.111531,6.207230,3.785677,5.120175,6.111531,5.304155,5.304155,5.337008,6.111531,4.435399,5.337008,5.102334,5.337008,5.335538,5.304155,5.335538,5.102334,6.111531,5.120175,5.335538,5.102334,5.304155,5.335538,5.335538,4.435399,5.304155,5.102334,3.785677,6.111531,6.207230,5.304155,5.337008,5.304155,6.111531,5.120175
2018-11-02,3.742930,4.761432,5.413777,4.761432,6.484894,6.119502,4.887889,6.119502,4.761432,5.277608,4.611892,4.750421,4.887889,6.119502,6.119502,6.484894,4.348698,4.611892,6.119502,4.750421,4.750421,4.609193,6.119502,4.761432,4.609193,5.413777,4.609193,4.887889,4.750421,4.887889,5.413777,6.119502,4.611892,4.887889,5.413777,4.750421,4.887889,4.887889,4.761432,4.750421,5.413777,4.348698,6.119502,6.484894,4.750421,4.609193,4.750421,6.119502,4.611892
